429805,429806,948
429804,429805,451
429803,429804,1299
429802,429803,227
429801,429802,166
429800,429801,267
429799,429800,77
429798,429799,289
429797,429798,220
429796,429797,1254
429795,429796,661
429794,429795,1645
429793,429794,299
429792,429793,97
429791,429792,467
429790,429791,78
429789,429790,421
429788,429789,795
429787,429788,120
429786,429787,888
429785,429786,374
429784,429785,436
429783,429784,532
429782,429783,1362
429781,429782,1023
429780,429781,710
429779,429780,250
429778,429779,175
429777,429778,266
429776,429777,215
429775,429776,256
429774,429775,130
429773,429774,49
429772,429773,565
429771,429772,165
429770,429771,178
429769,429770,1376
429768,429769,1283
429767,429768,403
429766,429767,1082
429765,429766,866
429764,429765,652
429763,429764,1163
429762,429763,632
429761,429762,40
429760,429761,67
429759,429760,469
429758,429759,1640
429757,429758,506
429756,429757,579
429755,429756,248
429754,429755,49
429753,429754,743
429752,429753,1030
429751,429752,1330
429750,429751,19
429749,429750,575
429748,429749,255
429747,429748,469
429746,429747,155
429745,429746,12
429744,429745,1227
429743,429744,549
429742,429743,180
429741,429742,742
429740,429741,239
429739,429740,716
429738,429739,102
429737,429738,586
429736,429737,20
429735,429736,1337
429734,429735,648
429733,429734,867
429732,429733,178
429731,429732,374
429730,429731,21
429729,429730,298
429728,429729,101
429727,429728,187
429726,429727,440
429725,429726,186
429724,429725,609
429723,429724,2210
429722,429723,417
429721,429722,233
429720,429721,681
429719,429720,464
429718,429719,377
429717,429718,3784
429716,429717,229
429715,429716,900
429714,429715,36
429713,429714,1347
429712,429713,164
429711,429712,417
429710,429711,743
429709,429710,570
429708,429709,405
